"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"05/16/2023","AQS","320030024","1","0.057","ppm","58","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/17/2023","AQS","320030024","1","0.057","ppm","58","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/18/2023","AQS","320030024","1","0.059","ppm","64","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/19/2023","AQS","320030024","1","0.056","ppm","54","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/20/2023","AQS","320030024","1","0.055","ppm","51","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/21/2023","AQS","320030024","1","0.058","ppm","61","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/22/2023","AQS","320030024","1","0.058","ppm","61","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/23/2023","AQS","320030024","1","0.054","ppm","50","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/24/2023","AQS","320030024","1","0.057","ppm","58","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/25/2023","AQS","320030024","1","0.052","ppm","48","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/26/2023","AQS","320030024","1","0.055","ppm","51","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/27/2023","AQS","320030024","1","0.06","ppm","67","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/28/2023","AQS","320030024","1","0.064","ppm","80","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/29/2023","AQS","320030024","1","0.056","ppm","54","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/30/2023","AQS","320030024","1","0.053","ppm","49","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/31/2023","AQS","320030024","1","0.048","ppm","44","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/01/2023","AQS","320030024","1","0.055","ppm","51","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/02/2023","AQS","320030024","1","0.056","ppm","54","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/03/2023","AQS","320030024","1","0.058","ppm","61","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/04/2023","AQS","320030024","1","0.058","ppm","61","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/05/2023","AQS","320030024","1","0.059","ppm","64","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/06/2023","AQS","320030024","1","0.056","ppm","54","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/07/2023","AQS","320030024","1","0.063","ppm","77","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/08/2023","AQS","320030024","1","0.064","ppm","80","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/09/2023","AQS","320030024","1","0.066","ppm","87","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/10/2023","AQS","320030024","1","0.058","ppm","61","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/11/2023","AQS","320030024","1","0.059","ppm","64","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/13/2023","AQS","320030024","1","0.058","ppm","61","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/14/2023","AQS","320030024","1","0.059","ppm","64","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/15/2023","AQS","320030024","1","0.057","ppm","58","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/16/2023","AQS","320030024","1","0.053","ppm","49","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/17/2023","AQS","320030024","1","0.057","ppm","58","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/18/2023","AQS","320030024","1","0.064","ppm","80","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/19/2023","AQS","320030024","1","0.031","ppm","29","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/20/2023","AQS","320030024","1","0.061","ppm","71","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/21/2023","AQS","320030024","1","0.059","ppm","64","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/22/2023","AQS","320030024","1","0.062","ppm","74","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/23/2023","AQS","320030024","1","0.057","ppm","58","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/24/2023","AQS","320030024","1","0.056","ppm","54","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/25/2023","AQS","320030024","1","0.061","ppm","71","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/26/2023","AQS","320030024","1","0.058","ppm","61","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/27/2023","AQS","320030024","1","0.057","ppm","58","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/28/2023","AQS","320030024","1","0.06","ppm","67","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/29/2023","AQS","320030024","1","0.056","ppm","54","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"06/30/2023","AQS","320030024","1","0.057","ppm","58","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/01/2023","AQS","320030024","1","0.056","ppm","54","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/02/2023","AQS","320030024","1","0.05","ppm","46","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/03/2023","AQS","320030024","1","0.06","ppm","67","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/04/2023","AQS","320030024","1","0.057","ppm","58","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/05/2023","AQS","320030024","1","0.057","ppm","58","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/06/2023","AQS","320030024","1","0.063","ppm","77","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/07/2023","AQS","320030024","1","0.063","ppm","77","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/08/2023","AQS","320030024","1","0.062","ppm","74","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/09/2023","AQS","320030024","1","0.054","ppm","50","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/10/2023","AQS","320030024","1","0.051","ppm","47","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/11/2023","AQS","320030024","1","0.051","ppm","47","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/12/2023","AQS","320030024","1","0.032","ppm","30","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/13/2023","AQS","320030024","1","0.041","ppm","38","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/14/2023","AQS","320030024","1","0.052","ppm","48","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/15/2023","AQS","320030024","1","0.048","ppm","44","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/16/2023","AQS","320030024","1","0.044","ppm","41","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/17/2023","AQS","320030024","1","0.045","ppm","42","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/18/2023","AQS","320030024","1","0.05","ppm","46","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/19/2023","AQS","320030024","1","0.05","ppm","46","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/20/2023","AQS","320030024","1","0.048","ppm","44","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/21/2023","AQS","320030024","1","0.054","ppm","50","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/22/2023","AQS","320030024","1","0.05","ppm","46","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/23/2023","AQS","320030024","1","0.049","ppm","45","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/24/2023","AQS","320030024","1","0.054","ppm","50","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/25/2023","AQS","320030024","1","0.052","ppm","48","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/26/2023","AQS","320030024","1","0.052","ppm","48","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"07/27/2023","AQS","320030024","1","0.046","ppm","43","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
